Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
21,Entry Long,Sell 18200 PE,5/12/2023 13:40,18314.3,1,32.6,0.18,713.75,0,49.4,0.27,26.4,0.14
22,Exit Long,TG-Exit-Sell 18050PE,5/18/2023 9:15,18270.85,1,96,0.53,809.75,0.01,96,0.53,17.05,0.09
22,Entry Long,Sell 18050 PE,5/17/2023 14:45,18174.85,1,96,0.53,809.75,0.01,96,0.53,17.05,0.09
23,Exit Long,X-Exit-Sell 18050PE,5/22/2023 9:20,18199.45,1,53.8,0.3,863.55,0.01,72.45,0.4,47.2,0.26
23,Entry Long,Sell 18050 PE,5/19/2023 11:20,18145.65,1,53.8,0.3,863.55,0.01,72.45,0.4,47.2,0.26
24,Exit Long,SL-Exit-Sell 18300PE,5/24/2023 12:15,18335.6,1,-44.05,-0.24,819.5,0,12.95,0.07,44.05,0.24
24,Entry Long,Sell 18300 PE,5/24/2023 10:50,18379.65,1,-44.05,-0.24,819.5,0,12.95,0.07,44.05,0.24
25,Exit Long,TG-Exit-Sell 18150PE,5/26/2023 9:15,18368.55,1,112.95,0.62,932.45,0.01,112.95,0.62,10.3,0.06
25,Entry Long,Sell 18150 PE,5/25/2023 14:25,18255.6,1,112.95,0.62,932.45,0.01,112.95,0.62,10.3,0.06
26,Exit Long,TG-Exit-Sell 18300PE,5/26/2023 14:20,18500.25,1,98.5,0.54,1030.95,0.01,98.5,0.54,0.2,0
26,Entry Long,Sell 18300 PE,5/26/2023 11:10,18401.75,1,98.5,0.54,1030.95,0.01,98.5,0.54,0.2,0
27,Exit Long,TG-Exit-Sell 18400PE,5/29/2023 9:15,18600.4,1,112.15,0.61,1143.1,0.01,112.15,0.61,5.85,0.03
27,Entry Long,Sell 18400 PE,5/26/2023 14:50,18488.25,1,112.15,0.61,1143.1,0.01,112.15,0.61,5.85,0.03
28,Exit Long,SL-Exit-Sell 18450PE,6/1/2023 15:05,18498.3,1,-41.2,-0.22,1101.9,0,40.8,0.22,41.2,0.22
28,Entry Long,Sell 18450 PE,5/31/2023 14:40,18539.5,1,-41.2,-0.22,1101.9,0,40.8,0.22,41.2,0.22
29,Exit Long,SL-Exit-Sell 18450PE,6/2/2023 14:20,18506.35,1,-41.8,-0.23,1060.1,0,19.35,0.1,41.8,0.23
29,Entry Long,Sell 18450 PE,6/2/2023 13:10,18548.15,1,-41.8,-0.23,1060.1,0,19.35,0.1,41.8,0.23
30,Exit Long,TG-Exit-Sell 18600PE,6/8/2023 10:15,18766.5,1,82.05,0.44,1142.15,0.01,82.05,0.44,20.4,0.11
30,Entry Long,Sell 18600 PE,6/7/2023 12:50,18684.45,1,82.05,0.44,1142.15,0.01,82.05,0.44,20.4,0.11
31,Exit Long,TSL-Exit-Sell 18650PE,6/15/2023 11:35,18718.45,1,-13.55,-0.07,1128.6,0,62.1,0.33,15.15,0.08
31,Entry Long,Sell 18650 PE,6/14/2023 10:50,18732,1,-13.55,-0.07,1128.6,0,62.1,0.33,15.15,0.08
32,Exit Long,SL-Exit-Sell 18650PE,6/15/2023 14:10,18715.9,1,-39,-0.21,1089.6,0,2.45,0.01,39,0.21
32,Entry Long,Sell 18650 PE,6/15/2023 13:40,18754.9,1,-39,-0.21,1089.6,0,2.45,0.01,39,0.21
33,Exit Long,TG-Exit-Sell 18650PE,6/16/2023 14:50,18850.3,1,83.45,0.44,1173.05,0.01,83.45,0.44,19.5,0.1
33,Entry Long,Sell 18650 PE,6/16/2023 10:15,18766.85,1,83.45,0.44,1173.05,0.01,83.45,0.44,19.5,0.1
