Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
89,Exit Short,X-Exit-Sell Sell 45100 CE,2023-08-07 14:45,44882.85,30,-811.50,-0.06,111711.00,-0.07,2458.50,0.18,4666.50,0.35
89,Entry Short,Sell 45100 CE,2023-08-07 10:50,44855.80,30,-811.50,-0.06,111711.00,-0.07,2458.50,0.18,4666.50,0.35
90,Exit Long,X-Exit-Sell Sell 44800 PE,2023-08-08 14:45,44995.70,30,504.00,0.04,112215.00,0.05,3538.50,0.26,2610.00,0.19
90,Entry Long,Sell 44800 PE,2023-08-08 10:25,44978.90,30,504.00,0.04,112215.00,0.05,3538.50,0.26,2610.00,0.19
91,Exit Short,X-Exit-Sell Sell 44800 CE,2023-08-09 14:45,44771.05,30,-5205.00,-0.39,107010.00,-0.47,1914.00,0.14,5374.50,0.4
91,Entry Short,Sell 44800 CE,2023-08-09 11:05,44597.55,30,-5205.00,-0.39,107010.00,-0.47,1914.00,0.14,5374.50,0.4
92,Exit Long,SL-Exit-Sell 44700PE,2023-08-10 10:25,44682.65,30,-6474.00,-0.48,100536.00,-0.58,2457.00,0.18,6474.00,0.48
92,Entry Long,Sell 44700 PE,2023-08-10 10:10,44898.45,30,-6474.00,-0.48,100536.00,-0.58,2457.00,0.18,6474.00,0.48
93,Exit Short,X-Exit-Sell Sell 44600 CE,2023-08-10 14:45,44553.90,30,-3562.50,-0.27,96973.50,-0.32,124.50,0.01,5067.00,0.38
93,Entry Short,Sell 44600 CE,2023-08-10 13:55,44435.15,30,-3562.50,-0.27,96973.50,-0.32,124.50,0.01,5067.00,0.38
94,Exit Short,X-Exit-Sell Sell 44500 CE,2023-08-11 14:45,44262.20,30,1212.00,0.09,98185.50,0.11,2587.50,0.19,4807.50,0.36
94,Entry Short,Sell 44500 CE,2023-08-11 12:55,44302.60,30,1212.00,0.09,98185.50,0.11,2587.50,0.19,4807.50,0.36
95,Exit Long,X-Exit-Sell Sell 43800 PE,2023-08-14 14:45,44129.00,30,4266.00,0.32,102451.50,0.39,4935.00,0.37,2461.50,0.19
95,Entry Long,Sell 43800 PE,2023-08-14 11:25,43986.80,30,4266.00,0.32,102451.50,0.39,4935.00,0.37,2461.50,0.19
96,Exit Long,X-Exit-Sell Sell 43800 PE,2023-08-16 14:45,43930.10,30,-796.50,-0.06,101655.00,-0.07,546.00,0.04,2797.50,0.21
96,Entry Long,Sell 43800 PE,2023-08-16 13:20,43956.65,30,-796.50,-0.06,101655.00,-0.07,546.00,0.04,2797.50,0.21
97,Exit Long,SL-Exit-Sell 43800PE,2023-08-17 12:15,43831.90,30,-4689.00,-0.36,96966.00,-0.43,2509.50,0.19,4689.00,0.36
97,Entry Long,Sell 43800 PE,2023-08-17 10:10,43988.20,30,-4689.00,-0.36,96966.00,-0.43,2509.50,0.19,4689.00,0.36
98,Exit Short,X-Exit-Sell Sell 44000 CE,2023-08-17 14:45,43868.85,30,-1449.00,-0.11,95517.00,-0.13,2263.50,0.17,2886.00,0.22
98,Entry Short,Sell 44000 CE,2023-08-17 12:40,43820.55,30,-1449.00,-0.11,95517.00,-0.13,2263.50,0.17,2886.00,0.22
99,Exit Short,X-Exit-Sell Sell 44000 CE,2023-08-18 14:45,43896.65,30,-3576.00,-0.27,91941.00,-0.33,57.00,0,4731.00,0.36
99,Entry Short,Sell 44000 CE,2023-08-18 13:45,43777.45,30,-3576.00,-0.27,91941.00,-0.33,57.00,0,4731.00,0.36
100,Exit Long,X-Exit-Sell Sell 43800 PE,2023-08-21 14:45,44072.00,30,2164.50,0.16,94105.50,0.2,3418.50,0.26,1384.50,0.1
100,Entry Long,Sell 43800 PE,2023-08-21 10:35,43999.85,30,2164.50,0.16,94105.50,0.2,3418.50,0.26,1384.50,0.1
101,Exit Short,X-Exit-Sell Sell 44200 CE,2023-08-22 14:45,44025.60,30,151.50,0.01,94257.00,0.01,976.50,0.07,2371.50,0.18
101,Entry Short,Sell 44200 CE,2023-08-22 12:20,44030.65,30,151.50,0.01,94257.00,0.01,976.50,0.07,2371.50,0.18
102,Exit Long,X-Exit-Sell Sell 44200 PE,2023-08-23 14:45,44488.40,30,2004.00,0.15,96261.00,0.18,3001.50,0.23,1717.50,0.13
102,Entry Long,Sell 44200 PE,2023-08-23 13:25,44421.60,30,2004.00,0.15,96261.00,0.18,3001.50,0.23,1717.50,0.13
103,Exit Short,X-Exit-Sell Sell 44900 CE,2023-08-24 14:45,44522.65,30,6267.00,0.47,102528.00,0.57,7600.50,0.57,772.50,0.06
103,Entry Short,Sell 44900 CE,2023-08-24 11:00,44731.55,30,6267.00,0.47,102528.00,0.57,7600.50,0.57,772.50,0.06
104,Exit Long,X-Exit-Sell Sell 44300 PE,2023-08-28 14:45,44517.35,30,1342.50,0.1,103870.50,0.12,4134.00,0.31,271.50,0.02
104,Entry Long,Sell 44300 PE,2023-08-28 12:35,44472.60,30,1342.50,0.1,103870.50,0.12,4134.00,0.31,271.50,0.02
105,Exit Short,X-Exit-Sell Sell 44700 CE,2023-08-29 14:45,44489.30,30,294.00,0.02,104164.50,0.03,1263.00,0.09,2988.00,0.22
105,Entry Short,Sell 44700 CE,2023-08-29 10:20,44499.10,30,294.00,0.02,104164.50,0.03,1263.00,0.09,2988.00,0.22
106,Exit Short,X-Exit-Sell Sell 44800 CE,2023-08-30 14:45,44435.05,60,7419.00,0.28,111583.50,0.67,8805.00,0.33,3465.00,0.13
106,Entry Short,Sell 44800 CE,2023-08-30 12:50,44558.70,60,7419.00,0.28,111583.50,0.67,8805.00,0.33,3465.00,0.13
107,Exit Short,X-Exit-Sell Sell 44100 CE,2023-08-31 14:45,43943.95,30,-1152.00,-0.09,110431.50,-0.1,315.00,0.02,5677.50,0.43
107,Entry Short,Sell 44100 CE,2023-08-31 13:15,43905.55,30,-1152.00,-0.09,110431.50,-0.1,315.00,0.02,5677.50,0.43
108,Exit Short,X-Exit-Sell Sell 44100 CE,2023-09-01 14:45,44485.20,30,-17136.00,-1.3,93295.50,-1.54,2497.50,0.19,19636.50,1.49
108,Entry Short,Sell 44100 CE,2023-09-01 09:55,43914.00,30,-17136.00,-1.3,93295.50,-1.54,2497.50,0.19,19636.50,1.49
109,Exit Long,X-Exit-Sell Sell 44300 PE,2023-09-04 14:45,44576.50,30,2166.00,0.16,95461.50,0.2,2178.00,0.16,2892.00,0.22
109,Entry Long,Sell 44300 PE,2023-09-04 11:40,44504.30,30,2166.00,0.16,95461.50,0.2,2178.00,0.16,2892.00,0.22
110,Exit Short,X-Exit-Sell Sell 44700 CE,2023-09-05 14:45,44535.85,30,16.50,0,95478.00,0,4041.00,0.3,1723.50,0.13
110,Entry Short,Sell 44700 CE,2023-09-05 10:20,44536.40,30,16.50,0,95478.00,0,4041.00,0.3,1723.50,0.13
111,Exit Short,X-Exit-Sell Sell 44600 CE,2023-09-06 14:45,44351.40,30,882.00,0.07,96360.00,0.08,5206.50,0.39,735.00,0.06
111,Entry Short,Sell 44600 CE,2023-09-06 11:40,44380.80,30,882.00,0.07,96360.00,0.08,5206.50,0.39,735.00,0.06
112,Exit Long,TG-Exit-Sell 44300PE,2023-09-07 14:35,44851.90,30,10230.00,0.77,106590.00,0.93,10230.00,0.77,3301.50,0.25
112,Entry Long,Sell 44300 PE,2023-09-07 10:40,44510.90,30,10230.00,0.77,106590.00,0.93,10230.00,0.77,3301.50,0.25
113,Exit Long,X-Exit-Sell Sell 44900 PE,2023-09-08 14:45,45171.15,30,3511.50,0.26,110101.50,0.32,9877.50,0.73,522.00,0.04
113,Entry Long,Sell 44900 PE,2023-09-08 11:35,45054.10,30,3511.50,0.26,110101.50,0.32,9877.50,0.73,522.00,0.04
114,Exit Long,X-Exit-Sell Sell 45300 PE,2023-09-11 14:45,45541.45,30,2563.50,0.19,112665.00,0.23,2563.50,0.19,2068.50,0.15
114,Entry Long,Sell 45300 PE,2023-09-11 12:40,45456.00,30,2563.50,0.19,112665.00,0.23,2563.50,0.19,2068.50,0.15
115,Exit Short,X-Exit-Sell Sell 45700 CE,2023-09-12 14:45,45501.65,30,151.50,0.01,112816.50,0.01,5524.50,0.4,1446.00,0.11
115,Entry Short,Sell 45700 CE,2023-09-12 12:20,45506.70,30,151.50,0.01,112816.50,0.01,5524.50,0.4,1446.00,0.11
116,Exit Long,TG-Exit-Sell 45300PE,2023-09-13 14:30,45977.60,30,13305.00,0.97,126121.50,1.2,13305.00,0.97,585.00,0.04
116,Entry Long,Sell 45300 PE,2023-09-13 11:05,45534.10,30,13305.00,0.97,126121.50,1.2,13305.00,0.97,585.00,0.04
117,Exit Short,X-Exit-Sell Sell 46100 CE,2023-09-14 14:45,45953.65,30,-2772.00,-0.2,123349.50,-0.25,1329.00,0.1,4624.50,0.34
117,Entry Short,Sell 46100 CE,2023-09-14 12:35,45861.25,30,-2772.00,-0.2,123349.50,-0.25,1329.00,0.1,4624.50,0.34
118,Exit Long,SL-Exit-Sell 46000PE,2023-09-15 12:30,46046.85,30,-4074.00,-0.29,119275.50,-0.36,2946.00,0.21,4074.00,0.29
118,Entry Long,Sell 46000 PE,2023-09-15 11:00,46182.65,30,-4074.00,-0.29,119275.50,-0.36,2946.00,0.21,4074.00,0.29
119,Exit Short,X-Exit-Sell Sell 46200 CE,2023-09-15 14:45,46235.65,30,-5776.50,-0.42,113499.00,-0.52,430.50,0.03,6121.50,0.44
119,Entry Short,Sell 46200 CE,2023-09-15 12:35,46043.10,30,-5776.50,-0.42,113499.00,-0.52,430.50,0.03,6121.50,0.44
120,Exit Short,X-Exit-Sell Sell 46300 CE,2023-09-18 14:45,46108.00,30,-1288.50,-0.09,112210.50,-0.12,1137.00,0.08,2245.50,0.16
120,Entry Short,Sell 46300 CE,2023-09-18 14:00,46065.05,30,-1288.50,-0.09,112210.50,-0.12,1137.00,0.08,2245.50,0.16
121,Exit Short,X-Exit-Sell Sell 45700 CE,2023-09-20 14:45,45349.00,30,3174.00,0.23,115384.50,0.29,5352.00,0.39,375.00,0.03
121,Entry Short,Sell 45700 CE,2023-09-20 11:05,45454.80,30,3174.00,0.23,115384.50,0.29,5352.00,0.39,375.00,0.03
122,Exit Short,X-Exit-Sell Sell 45300 CE,2023-09-21 14:45,44640.35,30,12664.50,0.94,128049.00,1.14,13785.00,1.02,4807.50,0.36
122,Entry Short,Sell 45300 CE,2023-09-21 10:10,45062.50,30,12664.50,0.94,128049.00,1.14,13785.00,1.02,4807.50,0.36
123,Exit Short,X-Exit-Sell Sell 45000 CE,2023-09-22 14:45,44743.30,30,2758.50,0.21,130807.50,0.24,5505.00,0.41,868.50,0.06
123,Entry Short,Sell 45000 CE,2023-09-22 13:25,44835.25,30,2758.50,0.21,130807.50,0.24,5505.00,0.41,868.50,0.06
124,Exit Short,X-Exit-Sell Sell 44700 CE,2023-09-25 14:45,44700.95,30,-6475.50,-0.49,124332.00,-0.57,2526.00,0.19,13543.50,1.01
124,Entry Short,Sell 44700 CE,2023-09-25 10:05,44485.10,30,-6475.50,-0.49,124332.00,-0.57,2526.00,0.19,13543.50,1.01
125,Exit Short,X-Exit-Sell Sell 44800 CE,2023-09-26 14:45,44651.15,30,-2232.00,-0.17,122100.00,-0.2,1329.00,0.1,3276.00,0.24
125,Entry Short,Sell 44800 CE,2023-09-26 12:50,44576.75,30,-2232.00,-0.17,122100.00,-0.2,1329.00,0.1,3276.00,0.24
126,Exit Short,X-Exit-Sell Sell 44500 CE,2023-09-27 14:45,44627.25,30,-8689.50,-0.65,113410.50,-0.77,4653.00,0.35,9912.00,0.75
126,Entry Short,Sell 44500 CE,2023-09-27 10:00,44337.60,30,-8689.50,-0.65,113410.50,-0.77,4653.00,0.35,9912.00,0.75
127,Exit Long,SL-Exit-Sell 44500PE,2023-09-28 11:05,44524.55,30,-5481.00,-0.41,107929.50,-0.49,1486.50,0.11,5481.00,0.41
127,Entry Long,Sell 44500 PE,2023-09-28 10:10,44707.25,30,-5481.00,-0.41,107929.50,-0.49,1486.50,0.11,5481.00,0.41
128,Exit Short,X-Exit-Sell Sell 44700 CE,2023-09-28 14:45,44389.40,30,3355.50,0.25,111285.00,0.3,5646.00,0.42,1144.50,0.09
128,Entry Short,Sell 44700 CE,2023-09-28 11:10,44501.25,30,3355.50,0.25,111285.00,0.3,5646.00,0.42,1144.50,0.09
129,Exit Long,X-Exit-Sell Sell 44400 PE,2023-09-29 14:45,44715.15,30,3367.50,0.25,114652.50,0.3,4564.50,0.34,3217.50,0.24
129,Entry Long,Sell 44400 PE,2023-09-29 10:20,44602.90,30,3367.50,0.25,114652.50,0.3,4564.50,0.34,3217.50,0.24
130,Exit Long,X-Exit-Sell Sell 44200 PE,2023-10-03 14:45,44355.55,30,-2107.50,-0.16,112545.00,-0.19,291.00,0.02,2644.50,0.2
130,Entry Long,Sell 44200 PE,2023-10-03 13:55,44425.80,30,-2107.50,-0.16,112545.00,-0.19,291.00,0.02,2644.50,0.2
131,Exit Short,X-Exit-Sell Sell 44300 CE,2023-10-05 14:45,44246.35,30,-3567.00,-0.27,108978.00,-0.32,199.50,0.02,7932.00,0.6
131,Entry Short,Sell 44300 CE,2023-10-05 10:30,44127.45,30,-3567.00,-0.27,108978.00,-0.32,199.50,0.02,7932.00,0.6
132,Exit Long,X-Exit-Sell Sell 44200 PE,2023-10-06 14:45,44400.50,30,-898.50,-0.07,108079.50,-0.08,2107.50,0.16,5244.00,0.39
132,Entry Long,Sell 44200 PE,2023-10-06 10:45,44430.45,30,-898.50,-0.07,108079.50,-0.08,2107.50,0.16,5244.00,0.39
133,Exit Short,X-Exit-Sell Sell 44100 CE,2023-10-09 14:45,43912.50,30,-1347.00,-0.1,106732.50,-0.12,1167.00,0.09,2940.00,0.22
133,Entry Short,Sell 44100 CE,2023-10-09 12:40,43867.60,30,-1347.00,-0.1,106732.50,-0.12,1167.00,0.09,2940.00,0.22
134,Exit Long,TG-Exit-Sell 43900PE,2023-10-10 13:25,44426.10,30,8436.00,0.64,115168.50,0.76,8436.00,0.64,151.50,0.01
134,Entry Long,Sell 43900 PE,2023-10-10 12:05,44144.90,30,8436.00,0.64,115168.50,0.76,8436.00,0.64,151.50,0.01
135,Exit Long,X-Exit-Sell Sell 44200 PE,2023-10-10 14:45,44386.20,30,-1387.50,-0.1,113781.00,-0.12,1644.00,0.12,1608.00,0.12
135,Entry Long,Sell 44200 PE,2023-10-10 13:30,44432.45,30,-1387.50,-0.1,113781.00,-0.12,1644.00,0.12,1608.00,0.12
136,Exit Short,X-Exit-Sell Sell 44600 CE,2023-10-11 14:45,44488.90,30,-1890.00,-0.14,111891.00,-0.17,435.00,0.03,2506.50,0.19
136,Entry Short,Sell 44600 CE,2023-10-11 14:00,44425.90,30,-1890.00,-0.14,111891.00,-0.17,435.00,0.03,2506.50,0.19
137,Exit Short,X-Exit-Sell Sell 44400 CE,2023-10-13 14:45,44426.05,30,-6021.00,-0.45,105870.00,-0.54,615.00,0.05,10131.00,0.76
137,Entry Short,Sell 44400 CE,2023-10-13 10:20,44225.35,30,-6021.00,-0.45,105870.00,-0.54,615.00,0.05,10131.00,0.76
138,Exit Long,X-Exit-Sell Sell 44000 PE,2023-10-16 14:45,44270.75,30,1539.00,0.12,107409.00,0.14,4125.00,0.31,2137.50,0.16
138,Entry Long,Sell 44000 PE,2023-10-16 10:20,44219.45,30,1539.00,0.12,107409.00,0.14,4125.00,0.31,2137.50,0.16
139,Exit Short,X-Exit-Sell Sell 44600 CE,2023-10-17 14:45,44406.40,30,336.00,0.03,107745.00,0.03,2419.50,0.18,1063.50,0.08
139,Entry Short,Sell 44600 CE,2023-10-17 13:40,44417.60,30,336.00,0.03,107745.00,0.03,2419.50,0.18,1063.50,0.08
140,Exit Short,X-Exit-Sell Sell 44400 CE,2023-10-18 14:45,43887.60,30,8848.50,0.67,116593.50,0.8,9432.00,0.71,0,0
140,Entry Short,Sell 44400 CE,2023-10-18 10:45,44182.55,30,8848.50,0.67,116593.50,0.8,9432.00,0.71,0,0
141,Exit Long,X-Exit-Sell Sell 43800 PE,2023-10-19 14:45,43814.25,30,-4420.50,-0.34,112173.00,-0.4,2916.00,0.22,5967.00,0.45
141,Entry Long,Sell 43800 PE,2023-10-19 11:30,43961.60,30,-4420.50,-0.34,112173.00,-0.4,2916.00,0.22,5967.00,0.45
142,Exit Short,X-Exit-Sell Sell 43900 CE,2023-10-20 14:45,43748.85,30,-2532.00,-0.19,109641.00,-0.23,546.00,0.04,6391.50,0.49
142,Entry Short,Sell 43900 CE,2023-10-20 12:00,43664.45,30,-2532.00,-0.19,109641.00,-0.23,546.00,0.04,6391.50,0.49
143,Exit Short,X-Exit-Sell Sell 43900 CE,2023-10-23 14:45,43508.15,30,4834.50,0.37,114475.50,0.44,5400.00,0.41,1705.50,0.13
143,Entry Short,Sell 43900 CE,2023-10-23 10:15,43669.30,30,4834.50,0.37,114475.50,0.44,5400.00,0.41,1705.50,0.13
144,Exit Short,X-Exit-Sell Sell 43400 CE,2023-10-25 14:45,42864.65,30,9414.00,0.73,123889.50,0.84,11112.00,0.86,2158.50,0.17
144,Entry Short,Sell 43400 CE,2023-10-25 11:40,43178.45,30,9414.00,0.73,123889.50,0.84,11112.00,0.86,2158.50,0.17
145,Exit Long,X-Exit-Sell Sell 42100 PE,2023-10-26 14:45,42256.70,30,-1108.50,-0.09,122781.00,-0.1,1065.00,0.08,3922.50,0.31
145,Entry Long,Sell 42100 PE,2023-10-26 12:20,42293.65,30,-1108.50,-0.09,122781.00,-0.1,1065.00,0.08,3922.50,0.31
146,Exit Long,X-Exit-Sell Sell 42600 PE,2023-10-27 14:45,42765.30,30,-378.00,-0.03,122403.00,-0.03,1180.50,0.09,4374.00,0.34
146,Entry Long,Sell 42600 PE,2023-10-27 11:25,42777.90,30,-378.00,-0.03,122403.00,-0.03,1180.50,0.09,4374.00,0.34
147,Exit Long,X-Exit-Sell Sell 42600 PE,2023-10-30 14:45,42934.10,30,4233.00,0.33,126636.00,0.38,6391.50,0.5,81.00,0.01
147,Entry Long,Sell 42600 PE,2023-10-30 11:30,42793.00,30,4233.00,0.33,126636.00,0.38,6391.50,0.5,81.00,0.01
148,Exit Short,X-Exit-Sell Sell 43200 CE,2023-10-31 14:45,43024.65,30,-931.50,-0.07,125704.50,-0.08,4222.50,0.33,2784.00,0.22
148,Entry Short,Sell 43200 CE,2023-10-31 10:25,42993.60,30,-931.50,-0.07,125704.50,-0.08,4222.50,0.33,2784.00,0.22
149,Exit Short,X-Exit-Sell Sell 43300 CE,2023-11-02 14:45,42935.60,30,4375.50,0.34,130080.00,0.39,8550.00,0.66,562.50,0.04
149,Entry Short,Sell 43300 CE,2023-11-02 10:55,43081.45,30,4375.50,0.34,130080.00,0.39,8550.00,0.66,562.50,0.04
150,Exit Long,X-Exit-Sell Sell 43200 PE,2023-11-03 14:45,43309.55,30,-2278.50,-0.18,127801.50,-0.2,918.00,0.07,2808.00,0.22
150,Entry Long,Sell 43200 PE,2023-11-03 11:00,43385.50,30,-2278.50,-0.18,127801.50,-0.2,918.00,0.07,2808.00,0.22
151,Exit Short,X-Exit-Sell Sell 43700 CE,2023-11-06 14:45,43581.05,30,-3100.50,-0.24,124701.00,-0.27,1875.00,0.14,3985.50,0.31
151,Entry Short,Sell 43700 CE,2023-11-06 10:55,43477.70,30,-3100.50,-0.24,124701.00,-0.27,1875.00,0.14,3985.50,0.31
152,Exit Short,X-Exit-Sell Sell 43600 CE,2023-11-07 14:45,43609.40,30,-6616.50,-0.51,118084.50,-0.59,3150.00,0.24,8478.00,0.65
152,Entry Short,Sell 43600 CE,2023-11-07 10:05,43388.85,30,-6616.50,-0.51,118084.50,-0.59,3150.00,0.24,8478.00,0.65
153,Exit Long,X-Exit-Sell Sell 43500 PE,2023-11-09 14:45,43719.85,30,90.00,0.01,118174.50,0.01,4797.00,0.37,1024.50,0.08
153,Entry Long,Sell 43500 PE,2023-11-09 09:55,43716.85,30,90.00,0.01,118174.50,0.01,4797.00,0.37,1024.50,0.08
154,Exit Long,SL-Exit-Sell 43600PE,2023-11-10 14:25,43670.90,30,-2958.00,-0.23,115216.50,-0.26,957.00,0.07,2958.00,0.23
154,Entry Long,Sell 43600 PE,2023-11-10 12:50,43769.50,30,-2958.00,-0.23,115216.50,-0.26,957.00,0.07,2958.00,0.23
155,Exit Short,X-Exit-Sell Sell 43900 CE,2023-11-13 14:45,43920.00,30,-5082.00,-0.39,110134.50,-0.46,2076.00,0.16,6604.50,0.5
155,Entry Short,Sell 43900 CE,2023-11-13 10:20,43750.60,30,-5082.00,-0.39,110134.50,-0.46,2076.00,0.16,6604.50,0.5
156,Exit Long,X-Exit-Sell Sell 44100 PE,2023-11-16 14:45,44389.35,30,2715.00,0.2,112849.50,0.24,3343.50,0.25,1086.00,0.08
156,Entry Long,Sell 44100 PE,2023-11-16 11:05,44298.85,30,2715.00,0.2,112849.50,0.24,3343.50,0.25,1086.00,0.08
157,Exit Short,X-Exit-Sell Sell 43900 CE,2023-11-17 14:45,43653.85,30,1822.50,0.14,114672.00,0.16,4743.00,0.36,1683.00,0.13
157,Entry Short,Sell 43900 CE,2023-11-17 10:15,43714.60,30,1822.50,0.14,114672.00,0.16,4743.00,0.36,1683.00,0.13
158,Exit Long,X-Exit-Sell Sell 43500 PE,2023-11-20 14:45,43638.60,30,-1926.00,-0.15,112746.00,-0.17,636.00,0.05,5868.00,0.45
158,Entry Long,Sell 43500 PE,2023-11-20 10:25,43702.80,30,-1926.00,-0.15,112746.00,-0.17,636.00,0.05,5868.00,0.45
159,Exit Long,SL-Exit-Sell 43600PE,2023-11-21 13:05,43680.15,30,-2620.50,-0.2,110125.50,-0.24,325.50,0.02,2620.50,0.2
159,Entry Long,Sell 43600 PE,2023-11-21 12:20,43767.50,30,-2620.50,-0.2,110125.50,-0.24,325.50,0.02,2620.50,0.2
160,Exit Short,X-Exit-Sell Sell 43800 CE,2023-11-21 14:45,43675.20,30,-1845.00,-0.14,108280.50,-0.17,817.50,0.06,3519.00,0.27
160,Entry Short,Sell 43800 CE,2023-11-21 13:10,43613.70,30,-1845.00,-0.14,108280.50,-0.17,817.50,0.06,3519.00,0.27
161,Exit Short,X-Exit-Sell Sell 43700 CE,2023-11-22 14:45,43433.85,30,3247.50,0.25,111528.00,0.29,9334.50,0.71,1080.00,0.08
161,Entry Short,Sell 43700 CE,2023-11-22 10:25,43542.10,30,3247.50,0.25,111528.00,0.29,9334.50,0.71,1080.00,0.08
162,Exit Long,X-Exit-Sell Sell 43400 PE,2023-11-23 14:45,43603.50,30,-1383.00,-0.11,110145.00,-0.12,1.50,0,2107.50,0.16
162,Entry Long,Sell 43400 PE,2023-11-23 14:00,43649.60,30,-1383.00,-0.11,110145.00,-0.12,1.50,0,2107.50,0.16
163,Exit Long,X-Exit-Sell Sell 43500 PE,2023-11-24 14:45,43750.20,30,769.50,0.06,110914.50,0.07,1351.50,0.1,4095.00,0.31
163,Entry Long,Sell 43500 PE,2023-11-24 10:45,43724.55,30,769.50,0.06,110914.50,0.07,1351.50,0.1,4095.00,0.31
164,Exit Long,X-Exit-Sell Sell 43700 PE,2023-11-28 14:45,43879.50,30,-652.50,-0.05,110262.00,-0.06,1587.00,0.12,2962.50,0.22
164,Entry Long,Sell 43700 PE,2023-11-28 12:45,43901.25,30,-652.50,-0.05,110262.00,-0.06,1587.00,0.12,2962.50,0.22
165,Exit Long,TG-Exit-Sell 44000PE,2023-11-29 14:40,44464.80,30,8124.00,0.61,118386.00,0.73,8124.00,0.61,520.50,0.04
165,Entry Long,Sell 44000 PE,2023-11-29 11:30,44194.00,30,8124.00,0.61,118386.00,0.73,8124.00,0.61,520.50,0.04
166,Exit Short,X-Exit-Sell Sell 47200 CE,2023-12-05 14:45,46979.40,30,1020.00,0.07,119406.00,0.09,8319.00,0.59,1858.50,0.13
166,Entry Short,Sell 47200 CE,2023-12-05 11:15,47013.40,30,1020.00,0.07,119406.00,0.09,8319.00,0.59,1858.50,0.13
167,Exit Long,X-Exit-Sell Sell 46500 PE,2023-12-07 14:45,46854.25,30,3265.50,0.23,122671.50,0.29,5469.00,0.39,1888.50,0.13
167,Entry Long,Sell 46500 PE,2023-12-07 10:45,46745.40,30,3265.50,0.23,122671.50,0.29,5469.00,0.39,1888.50,0.13
168,Exit Short,X-Exit-Sell Sell 47200 CE,2023-12-08 14:45,47077.45,30,-3465.00,-0.25,119206.50,-0.31,3343.50,0.24,4915.50,0.35
168,Entry Short,Sell 47200 CE,2023-12-08 11:05,46961.95,30,-3465.00,-0.25,119206.50,-0.31,3343.50,0.24,4915.50,0.35
169,Exit Short,X-Exit-Sell Sell 47600 CE,2023-12-11 14:45,47381.50,30,-961.50,-0.07,118245.00,-0.09,2205.00,0.16,2440.50,0.17
169,Entry Short,Sell 47600 CE,2023-12-11 10:45,47349.45,30,-961.50,-0.07,118245.00,-0.09,2205.00,0.16,2440.50,0.17
170,Exit Short,X-Exit-Sell Sell 47400 CE,2023-12-12 14:45,47128.80,30,1176.00,0.08,119421.00,0.11,1842.00,0.13,5386.50,0.38
170,Entry Short,Sell 47400 CE,2023-12-12 10:20,47168.00,30,1176.00,0.08,119421.00,0.11,1842.00,0.13,5386.50,0.38
171,Exit Long,X-Exit-Sell Sell 46800 PE,2023-12-13 14:45,47005.30,30,-831.00,-0.06,118590.00,-0.07,3796.50,0.27,958.50,0.07
171,Entry Long,Sell 46800 PE,2023-12-13 12:55,47033.00,30,-831.00,-0.06,118590.00,-0.07,3796.50,0.27,958.50,0.07
172,Exit Short,X-Exit-Sell Sell 47900 CE,2023-12-15 14:45,47965.45,30,-7993.50,-0.56,110596.50,-0.71,1984.50,0.14,8893.50,0.62
172,Entry Short,Sell 47900 CE,2023-12-15 10:50,47699.00,30,-7993.50,-0.56,110596.50,-0.71,1984.50,0.14,8893.50,0.62
173,Exit Short,X-Exit-Sell Sell 48100 CE,2023-12-18 14:45,47857.70,30,1215.00,0.08,111811.50,0.11,1306.50,0.09,2326.50,0.16
173,Entry Short,Sell 48100 CE,2023-12-18 12:30,47898.20,30,1215.00,0.08,111811.50,0.11,1306.50,0.09,2326.50,0.16
174,Exit Long,X-Exit-Sell Sell 47600 PE,2023-12-19 14:45,47976.45,30,3658.50,0.25,115470.00,0.33,4875.00,0.34,385.50,0.03
174,Entry Long,Sell 47600 PE,2023-12-19 11:45,47854.50,30,3658.50,0.25,115470.00,0.33,4875.00,0.34,385.50,0.03
175,Exit Short,X-Exit-Sell Sell 48100 CE,2023-12-20 14:45,47503.25,30,12862.50,0.89,128332.50,1.15,13699.50,0.95,2301.00,0.16
175,Entry Short,Sell 48100 CE,2023-12-20 11:20,47932.00,30,12862.50,0.89,128332.50,1.15,13699.50,0.95,2301.00,0.16
176,Exit Long,X-Exit-Sell Sell 47300 PE,2023-12-21 14:45,47782.20,30,6876.00,0.48,135208.50,0.61,8766.00,0.61,6643.50,0.47
176,Entry Long,Sell 47300 PE,2023-12-21 12:40,47553.00,30,6876.00,0.48,135208.50,0.61,8766.00,0.61,6643.50,0.47
177,Exit Long,SL-Exit-Sell 47700PE,2023-12-22 12:35,47685.25,30,-7128.00,-0.5,128080.50,-0.63,4456.50,0.31,7128.00,0.5
177,Entry Long,Sell 47700 PE,2023-12-22 10:05,47922.85,30,-7128.00,-0.5,128080.50,-0.63,4456.50,0.31,7128.00,0.5
178,Exit Short,X-Exit-Sell Sell 47800 CE,2023-12-22 14:45,47708.05,30,-2467.50,-0.17,125613.00,-0.22,6115.50,0.43,2667.00,0.19
178,Entry Short,Sell 47800 CE,2023-12-22 13:40,47625.80,30,-2467.50,-0.17,125613.00,-0.22,6115.50,0.43,2667.00,0.19
