Trade #,Type,Signal,Date/Time,Price INR,Contracts,Profit INR,Profit %,Cum. Profit INR,Cum. Profit %,Run-up INR,Run-up %,Drawdown INR,Drawdown %
66,Exit Short,X-Exit- Sell 44800 CE,2023-09-29 13:00,44587.60,60,-2268.00,-0.08,138066.00,-0.2,3249.00,0.12,8247.00,0.31
66,Entry Short,Sell 44800 CE,2023-09-29 10:40,44549.80,60,-2268.00,-0.08,138066.00,-0.2,3249.00,0.12,8247.00,0.31
67,Exit Long,X-Exit- Sell 44200 PE,2023-10-03 13:00,44384.85,30,396.00,0.03,138462.00,0.03,784.50,0.06,3072.00,0.23
67,Entry Long,Sell 44200 PE,2023-10-03 09:45,44371.65,30,396.00,0.03,138462.00,0.03,784.50,0.06,3072.00,0.23
68,Exit Long,SL-Exit-Sell 43700PE,2023-10-04 11:50,43885.20,60,-3378.00,-0.13,135084.00,-0.3,6174.00,0.23,3378.00,0.13
68,Entry Long,Sell 43700 PE,2023-10-04 10:30,43941.50,60,-3378.00,-0.13,135084.00,-0.3,6174.00,0.23,3378.00,0.13
69,Exit Short,X-Exit- Sell 44500 CE,2023-10-05 13:00,44272.55,60,2880.00,0.11,137964.00,0.25,3762.00,0.14,2754.00,0.1
69,Entry Short,Sell 44500 CE,2023-10-05 11:45,44320.55,60,2880.00,0.11,137964.00,0.25,3762.00,0.14,2754.00,0.1
70,Exit Short,X-Exit- Sell 44600 CE,2023-10-06 13:00,44343.95,60,5115.00,0.19,143079.00,0.45,10413.00,0.39,624.00,0.02
70,Entry Short,Sell 44600 CE,2023-10-06 11:10,44429.20,60,5115.00,0.19,143079.00,0.45,10413.00,0.39,624.00,0.02
71,Exit Long,X-Exit- Sell 43700 PE,2023-10-09 13:00,43847.70,30,-1705.50,-0.13,141373.50,-0.15,5046.00,0.38,2275.50,0.17
71,Entry Long,Sell 43700 PE,2023-10-09 09:45,43904.55,30,-1705.50,-0.13,141373.50,-0.15,5046.00,0.38,2275.50,0.17
72,Exit Long,X-Exit- Sell 44300 PE,2023-10-11 13:00,44454.40,60,-4881.00,-0.18,136492.50,-0.43,567.00,0.02,5013.00,0.19
72,Entry Long,Sell 44300 PE,2023-10-11 11:30,44535.75,60,-4881.00,-0.18,136492.50,-0.43,567.00,0.02,5013.00,0.19
73,Exit Short,X-Exit- Sell 44700 CE,2023-10-17 13:00,44516.30,30,-1161.00,-0.09,135331.50,-0.1,1305.00,0.1,1510.50,0.11
73,Entry Short,Sell 44700 CE,2023-10-17 09:35,44477.60,30,-1161.00,-0.09,135331.50,-0.1,1305.00,0.1,1510.50,0.11
74,Exit Long,X-Exit- Sell 43500 PE,2023-10-23 13:00,43644.65,30,-1345.50,-0.1,133986.00,-0.12,1099.50,0.08,1578.00,0.12
74,Entry Long,Sell 43500 PE,2023-10-23 12:00,43689.50,30,-1345.50,-0.1,133986.00,-0.12,1099.50,0.08,1578.00,0.12
75,Exit Short,Sell 42900 PE,2023-11-02 11:20,43076.60,60,6816.00,0.26,140802.00,0.6,9213.00,0.36,822.00,0.03
75,Entry Short,Sell 43400 CE,2023-11-02 10:05,43190.20,60,6816.00,0.26,140802.00,0.6,9213.00,0.36,822.00,0.03
76,Exit Long,SL-Exit-Sell 42900PE,2023-11-02 11:35,43025.25,60,-3081.00,-0.12,137721.00,-0.27,0,0,3081.00,0.12
76,Entry Long,Sell 42900 PE,2023-11-02 11:20,43076.60,60,-3081.00,-0.12,137721.00,-0.27,0,0,3081.00,0.12
77,Exit Short,X-Exit- Sell 43500 CE,2023-11-03 13:00,43334.45,60,-1695.00,-0.07,136026.00,-0.15,858.00,0.03,6270.00,0.24
77,Entry Short,Sell 43500 CE,2023-11-03 09:55,43306.20,60,-1695.00,-0.07,136026.00,-0.15,858.00,0.03,6270.00,0.24
78,Exit Long,SL-Exit-Sell 43200PE,2023-11-07 10:00,43393.20,60,-2592.00,-0.1,133434.00,-0.23,1074.00,0.04,2592.00,0.1
78,Entry Long,Sell 43200 PE,2023-11-07 10:00,43436.40,60,-2592.00,-0.1,133434.00,-0.23,1074.00,0.04,2592.00,0.1
79,Exit Long,Sell 43900 CE,2023-11-09 10:35,43706.00,30,1419.00,0.11,134853.00,0.13,3415.50,0.26,886.50,0.07
79,Entry Long,Sell 43500 PE,2023-11-09 09:35,43658.70,30,1419.00,0.11,134853.00,0.13,3415.50,0.26,886.50,0.07
80,Exit Short,X-Exit- Sell 43900 CE,2023-11-09 13:00,43771.60,60,-3936.00,-0.15,130917.00,-0.35,1398.00,0.05,10245.00,0.39
80,Entry Short,Sell 43900 CE,2023-11-09 10:35,43706.00,60,-3936.00,-0.15,130917.00,-0.35,1398.00,0.05,10245.00,0.39
81,Exit Short,X-Exit- Sell 44400 CE,2023-11-16 13:00,44310.90,60,-6087.00,-0.23,124830.00,-0.54,1794.00,0.07,11976.00,0.45
81,Entry Short,Sell 44400 CE,2023-11-16 09:55,44209.45,60,-6087.00,-0.23,124830.00,-0.54,1794.00,0.07,11976.00,0.45
82,Exit Short,X-Exit- Sell 43700 CE,2023-11-23 13:00,43603.95,60,-3258.00,-0.12,121572.00,-0.29,2493.00,0.1,5139.00,0.2
82,Entry Short,Sell 43700 CE,2023-11-23 09:55,43549.65,60,-3258.00,-0.12,121572.00,-0.29,2493.00,0.1,5139.00,0.2
83,Exit Short,Sell 44200 PE,2023-11-30 10:50,44386.00,30,7537.50,0.56,129109.50,0.67,10911.00,0.81,370.50,0.03
83,Entry Short,Sell 44800 CE,2023-11-30 09:45,44637.25,30,7537.50,0.56,129109.50,0.67,10911.00,0.81,370.50,0.03
84,Exit Long,SL-Exit-Sell 44200PE,2023-11-30 12:20,44273.55,30,-3373.50,-0.25,125736.00,-0.3,813.00,0.06,3373.50,0.25
84,Entry Long,Sell 44200 PE,2023-11-30 10:50,44386.00,30,-3373.50,-0.25,125736.00,-0.3,813.00,0.06,3373.50,0.25
85,Exit Short,X-Exit- Sell 47600 CE,2023-12-11 13:00,47363.20,30,-412.50,-0.03,125323.50,-0.04,2205.00,0.16,1513.50,0.11
85,Entry Short,Sell 47600 CE,2023-12-11 10:45,47349.45,30,-412.50,-0.03,125323.50,-0.04,2205.00,0.16,1513.50,0.11
86,Exit Long,X-Exit- Sell 47100 PE,2023-12-12 13:00,47213.95,30,-1215.00,-0.09,124108.50,-0.11,2793.00,0.2,1590.00,0.11
86,Entry Long,Sell 47100 PE,2023-12-12 10:40,47254.45,30,-1215.00,-0.09,124108.50,-0.11,2793.00,0.2,1590.00,0.11
87,Exit Long,X-Exit- Sell 46800 PE,2023-12-13 13:00,47099.00,60,8088.00,0.29,132196.50,0.72,8157.00,0.29,3297.00,0.12
87,Entry Long,Sell 46800 PE,2023-12-13 10:15,46964.20,60,8088.00,0.29,132196.50,0.72,8157.00,0.29,3297.00,0.12
88,Exit Short,X-Exit- Sell 48300 CE,2023-12-20 13:00,47966.60,60,6030.00,0.21,138226.50,0.53,10740.00,0.37,411.00,0.01
